movieId,title,genres,year,imdbId
382,Wolf,Drama|Horror|Romance|Thriller,1994.0,111742
383,Wyatt Earp,Western,1994.0,111756
384,Bad Company,Action|Crime|Drama,1995.0,112443
385,"Man of No Importance, A",Drama,1994.0,110455
386,S.F.W.,Drama,1994.0,111048
387,"Low Down Dirty Shame, A",Action|Comedy,1994.0,110399
388,Boys Life,Drama,1995.0,112570
389,"Colonel Chabert, Le",Drama|Romance|War,1994.0,109454
390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,1965.0,59170
391,Jason's Lyric,Crime|Drama,1994.0,110186
393,Street Fighter,Action|Adventure|Fantasy,1994.0,111301
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy,1994.0,110027
406,Federal Hill,Drama,1994.0,109785
407,In the Mouth of Madness,Horror|Thriller,1995.0,113409
408,8 Seconds,Drama,1994.0,109021
409,Above the Rim,Crime|Drama,1994.0,109035
410,Addams Family Values,Children|Comedy|Fantasy,1993.0,106220
412,"Age of Innocence, The",Drama,1993.0,106226
413,Airheads,Comedy,1994.0,109068
414,"Air Up There, The",Comedy,1994.0,109067
415,Another Stakeout,Comedy|Thriller,1993.0,106292
416,Bad Girls,Western,1994.0,109198
417,Barcelona,Comedy|Romance,1994.0,109219
418,Being Human,Drama,1993.0,106379
419,"Beverly Hillbillies, The",Comedy,1993.0,106400
420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,1994.0,109254
421,Black Beauty,Adventure|Children|Drama,1994.0,109279
422,Blink,Thriller,1994.0,109297
423,Blown Away,Action|Thriller,1994.0,109303
424,Blue Chips,Drama,1994.0,109305
425,Blue Sky,Drama|Romance,1994.0,109306
426,Body Snatchers,Horror|Sci-Fi|Thriller,1993.0,106452
427,Boxing Helena,Drama|Mystery|Romance|Thriller,1993.0,106471
428,"Bronx Tale, A",Drama,1993.0,106489
429,Cabin Boy,Comedy,1994.0,109361
430,Calendar Girl,Comedy|Drama,1993.0,106505
431,Carlito's Way,Crime|Drama,1993.0,106519
432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,1994.0,109439
433,Clean Slate,Comedy,1994.0,109443
434,Cliffhanger,Action|Adventure|Thriller,1993.0,106582
435,Coneheads,Comedy|Sci-Fi,1993.0,106598
436,Color of Night,Drama|Thriller,1994.0,109456
437,Cops and Robbersons,Comedy,1994.0,109480
438,"Cowboy Way, The",Action|Comedy|Drama,1994.0,109493
440,Dave,Comedy|Romance,1993.0,106673
441,Dazed and Confused,Comedy,1993.0,106677
442,Demolition Man,Action|Adventure|Sci-Fi,1993.0,106697
444,Even Cowgirls Get the Blues,Comedy|Romance,1993.0,106834
445,Fatal Instinct,Comedy,1993.0,106873
446,Farewell My Concubine (Ba wang bie ji),Drama|Romance,1993.0,106332
448,Fearless,Drama,1993.0,106881
449,Fear of a Black Hat,Comedy,1994.0,106880
450,With Honors,Comedy|Drama,1994.0,111732
451,Flesh and Bone,Drama|Mystery|Romance,1993.0,106926
452,Widows' Peak,Drama,1994.0,111712
453,For Love or Money,Comedy|Romance,1993.0,106941
454,"Firm, The",Drama|Thriller,1993.0,106918
455,Free Willy,Adventure|Children|Drama,1993.0,106965
456,Fresh,Crime|Drama|Thriller,1994.0,109842
457,"Fugitive, The",Thriller,1993.0,106977
458,Geronimo: An American Legend,Drama|Western,1993.0,107004
459,"Getaway, The",Action|Adventure|Crime|Drama|Romance|Thriller,1994.0,109890
460,Getting Even with Dad,Comedy,1994.0,109891
461,Go Fish,Drama|Romance,1994.0,109913
464,Hard Target,Action|Adventure|Crime|Thriller,1993.0,107076
466,Hot Shots! Part Deux,Action|Comedy|War,1993.0,107144
467,Live Nude Girls,Comedy,1995.0,113674
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,1995.0,112966
469,"House of the Spirits, The",Drama|Romance,1993.0,107151
470,House Party 3,Comedy,1994.0,110064
471,"Hudsucker Proxy, The",Comedy,1994.0,110074
472,I'll Do Anything,Comedy|Drama,1994.0,110097
473,In the Army Now,Comedy|War,1994.0,110123
474,In the Line of Fire,Action|Thriller,1993.0,107206
475,In the Name of the Father,Drama,1993.0,107207
476,"Inkwell, The",Comedy|Drama,1994.0,110137
477,What's Love Got to Do with It?,Drama|Musical,1993.0,108551
478,Jimmy Hollywood,Comedy|Crime|Drama,1994.0,110197
479,Judgment Night,Action|Crime|Thriller,1993.0,107286
480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993.0,107290
481,Kalifornia,Drama|Thriller,1993.0,107302
482,Killing Zoe,Crime|Drama|Thriller,1994.0,110265
484,Lassie,Adventure|Children,1994.0,110305
485,Last Action Hero,Action|Adventure|Comedy|Fantasy,1993.0,107362
486,Life with Mikey,Comedy,1993.0,107413
487,Lightning Jack,Comedy|Western,1994.0,110353
488,M. Butterfly,Drama|Romance,1993.0,107468
489,Made in America,Comedy,1993.0,107478
490,Malice,Thriller,1993.0,107497
491,"Man Without a Face, The",Drama,1993.0,107501
492,Manhattan Murder Mystery,Comedy|Mystery,1993.0,107507
493,Menace II Society,Action|Crime|Drama,1993.0,107554
494,Executive Decision,Action|Adventure|Thriller,1996.0,116253
495,In the Realm of the Senses (Ai no corrida),Drama,1976.0,74102
496,What Happened Was...,Comedy|Drama|Romance|Thriller,1994.0,111689
497,Much Ado About Nothing,Comedy|Romance,1993.0,107616
499,Mr. Wonderful,Comedy|Romance,1993.0,107613
500,Mrs. Doubtfire,Comedy|Drama,1993.0,107614
501,Naked,Drama,1993.0,107653
502,"Next Karate Kid, The",Action|Children|Romance,1994.0,110657
504,No Escape,Action|Drama|Sci-Fi,1994.0,110678
505,North,Comedy,1994.0,110687
506,Orlando,Drama|Fantasy|Romance,1992.0,107756
507,"Perfect World, A",Crime|Drama|Thriller,1993.0,107808
508,Philadelphia,Drama,1993.0,107818
509,"Piano, The",Drama|Romance,1993.0,107822
510,Poetic Justice,Drama,1993.0,107840
511,"Program, The",Action|Drama,1993.0,107889
512,"Puppet Masters, The",Horror|Sci-Fi,1994.0,111003
513,Radioland Murders,Comedy|Mystery|Romance,1994.0,110939
514,"Ref, The",Comedy,1994.0,110955
515,"Remains of the Day, The",Drama|Romance,1993.0,107943
516,Renaissance Man,Comedy|Drama,1994.0,110971
517,Rising Sun,Action|Drama|Mystery,1993.0,107969
518,"Road to Wellville, The",Comedy,1994.0,111001
519,RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller,1993.0,107978
520,Robin Hood: Men in Tights,Comedy,1993.0,107977
521,Romeo Is Bleeding,Crime|Thriller,1993.0,107983
522,Romper Stomper,Action|Drama,1992.0,105275
523,Ruby in Paradise,Drama,1993.0,108000
524,Rudy,Drama,1993.0,108002
526,"Savage Nights (Nuits fauves, Les)",Drama,1992.0,105032
527,Schindler's List,Drama|War,1993.0,108052
528,"Scout, The",Comedy|Drama,1994.0,111094
529,Searching for Bobby Fischer,Drama,1993.0,108065
531,"Secret Garden, The",Children|Drama,1993.0,108071
532,Serial Mom,Comedy|Crime|Horror,1994.0,111127
533,"Shadow, The",Action|Adventure|Fantasy|Mystery,1994.0,111143
534,Shadowlands,Drama|Romance,1993.0,108101
535,Short Cuts,Drama,1993.0,108122
536,"Simple Twist of Fate, A",Drama,1994.0,111194
537,Sirens,Drama,1994.0,111201
538,Six Degrees of Separation,Drama,1993.0,108149
539,Sleepless in Seattle,Comedy|Drama|Romance,1993.0,108160
540,Sliver,Thriller,1993.0,108162
541,Blade Runner,Action|Sci-Fi|Thriller,1982.0,83658
542,Son in Law,Comedy|Drama|Romance,1993.0,108186
543,So I Married an Axe Murderer,Comedy|Romance|Thriller,1993.0,108174
544,Striking Distance,Action|Crime,1993.0,108238
546,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993.0,108255
547,Surviving the Game,Action|Adventure|Thriller,1994.0,111323
548,Terminal Velocity,Action|Mystery|Thriller,1994.0,111400
